2024-02-17 08:10:14.894 INFO  com.alibaba.nacos.common.remote.client            :60   nacos-grpc-client-executor-127.0.0.1-6832 [32m                [0;39m [40233366-66ac-4a5a-80c2-a97de7b5746c] Receive server push request, request = NotifySubscriberRequest, requestId = 44
2024-02-17 15:02:02.264 INFO  i.seata.core.rpc.netty.AbstractNettyRemotingClient:488  NettyClientSelector_RMROLE_1_1 [32m                [0;39m ChannelHandlerContext(AbstractNettyRemotingClient$ClientHandler#0, [id: 0xce9f9876, L:/192.168.188.1:61350 ! R:/192.168.188.1:8091]) will closed
2024-02-17 15:02:02.265 INFO  i.seata.core.rpc.netty.AbstractNettyRemotingClient:438  NettyClientSelector_RMROLE_1_1 [32m                [0;39m channel inactive: [id: 0xce9f9876, L:/192.168.188.1:61350 ! R:/192.168.188.1:8091]
2024-02-17 15:02:02.265 INFO  io.seata.core.rpc.netty.NettyPoolableFactory      :133  NettyClientSelector_RMROLE_1_1 [32m                [0;39m channel valid false,channel:[id: 0xce9f9876, L:/192.168.188.1:61350 ! R:/192.168.188.1:8091]
2024-02-17 15:02:02.265 INFO  io.seata.core.rpc.netty.NettyPoolableFactory      :120  NettyClientSelector_RMROLE_1_1 [32m                [0;39m will destroy channel:[id: 0xce9f9876, L:/192.168.188.1:61350 ! R:/192.168.188.1:8091]
2024-02-17 15:02:02.265 INFO  i.seata.core.rpc.netty.AbstractNettyRemotingClient:488  NettyClientSelector_RMROLE_1_1 [32m                [0;39m ChannelHandlerContext(AbstractNettyRemotingClient$ClientHandler#0, [id: 0xce9f9876, L:/192.168.188.1:61350 ! R:/192.168.188.1:8091]) will closed
2024-02-17 15:02:02.265 INFO  i.seata.core.rpc.netty.AbstractNettyRemotingClient:488  NettyClientSelector_RMROLE_1_1 [32m                [0;39m ChannelHandlerContext(AbstractNettyRemotingClient$ClientHandler#0, [id: 0xce9f9876, L:/192.168.188.1:61350 ! R:/192.168.188.1:8091]) will closed
2024-02-17 15:02:06.959 INFO  io.seata.core.rpc.netty.NettyClientChannelManager :108  timeoutChecker_1_1 [32m                [0;39m will connect to 192.168.188.1:8091
2024-02-17 15:02:06.960 INFO  io.seata.core.rpc.netty.NettyPoolableFactory      :56   timeoutChecker_1_1 [32m                [0;39m NettyPool create channel to transactionRole:TMROLE,address:192.168.188.1:8091,msg:< RegisterTMRequest{applicationId='business', transactionServiceGroup='train-group'} >
2024-02-17 15:02:06.964 INFO  com.alibaba.nacos.common.remote.client            :60   nacos-grpc-client-executor-127.0.0.1-7825 [32m                [0;39m [40233366-66ac-4a5a-80c2-a97de7b5746c] Receive server push request, request = NotifySubscriberRequest, requestId = 63
2024-02-17 15:02:06.965 INFO  com.alibaba.nacos.common.remote.client            :60   nacos-grpc-client-executor-127.0.0.1-7825 [32m                [0;39m [40233366-66ac-4a5a-80c2-a97de7b5746c] Ack server push request, request = NotifySubscriberRequest, requestId = 63
2024-02-17 15:02:06.996 INFO  io.seata.core.rpc.netty.TmNettyRemotingClient     :224  timeoutChecker_1_1 [32m                [0;39m register TM success. client version:1.6.1, server version:1.6.1,channel:[id: 0x97f50689, L:/192.168.188.1:64144 - R:/192.168.188.1:8091]
2024-02-17 15:02:07.001 INFO  io.seata.core.rpc.netty.NettyPoolableFactory      :81   timeoutChecker_1_1 [32m                [0;39m register success, cost 7 ms, version:1.6.1,role:TMROLE,channel:[id: 0x97f50689, L:/192.168.188.1:64144 - R:/192.168.188.1:8091]
2024-02-17 15:02:12.029 INFO  io.seata.core.rpc.netty.NettyClientChannelManager :108  timeoutChecker_2_1 [32m                [0;39m will connect to 192.168.188.1:8091
2024-02-17 15:02:12.029 INFO  io.seata.core.rpc.netty.RmNettyRemotingClient     :276  timeoutChecker_2_1 [32m                [0;39m RM will register :jdbc:mysql://127.0.0.1:3306/train_business
2024-02-17 15:02:12.030 INFO  io.seata.core.rpc.netty.NettyPoolableFactory      :56   timeoutChecker_2_1 [32m                [0;39m NettyPool create channel to transactionRole:RMROLE,address:192.168.188.1:8091,msg:< RegisterRMRequest{resourceIds='jdbc:mysql://127.0.0.1:3306/train_business', applicationId='business', transactionServiceGroup='train-group'} >
2024-02-17 15:02:12.041 INFO  io.seata.core.rpc.netty.RmNettyRemotingClient     :177  timeoutChecker_2_1 [32m                [0;39m register RM success. client version:1.6.1, server version:1.6.1,channel:[id: 0x2e8ffec6, L:/192.168.188.1:64208 - R:/192.168.188.1:8091]
2024-02-17 15:02:12.041 INFO  io.seata.core.rpc.netty.NettyPoolableFactory      :81   timeoutChecker_2_1 [32m                [0;39m register success, cost 9 ms, version:1.6.1,role:RMROLE,channel:[id: 0x2e8ffec6, L:/192.168.188.1:64208 - R:/192.168.188.1:8091]
2024-02-17 15:02:24.864 WARN  com.zaxxer.hikari.pool.HikariPool                 :804  HikariPool-1 housekeeper [32m                [0;39m HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=3h26m15s862ms89µs600ns).
2024-02-17 16:43:43.370 INFO  i.seata.core.rpc.netty.AbstractNettyRemotingClient:438  NettyClientSelector_TMROLE_1_1 [32m                [0;39m channel inactive: [id: 0x97f50689, L:/192.168.188.1:64144 ! R:/192.168.188.1:8091]
2024-02-17 16:43:43.372 INFO  io.seata.core.rpc.netty.NettyClientChannelManager :133  NettyClientSelector_TMROLE_1_1 [32m                [0;39m return to pool, rm channel:[id: 0x97f50689, L:/192.168.188.1:64144 ! R:/192.168.188.1:8091]
2024-02-17 16:43:43.373 INFO  io.seata.core.rpc.netty.NettyPoolableFactory      :133  NettyClientSelector_TMROLE_1_1 [32m                [0;39m channel valid false,channel:[id: 0x97f50689, L:/192.168.188.1:64144 ! R:/192.168.188.1:8091]
2024-02-17 16:43:43.373 INFO  io.seata.core.rpc.netty.NettyPoolableFactory      :120  NettyClientSelector_TMROLE_1_1 [32m                [0;39m will destroy channel:[id: 0x97f50689, L:/192.168.188.1:64144 ! R:/192.168.188.1:8091]
2024-02-17 16:43:43.373 INFO  i.seata.core.rpc.netty.AbstractNettyRemotingClient:488  NettyClientSelector_TMROLE_1_1 [32m                [0;39m ChannelHandlerContext(AbstractNettyRemotingClient$ClientHandler#0, [id: 0x97f50689, L:/192.168.188.1:64144 ! R:/192.168.188.1:8091]) will closed
2024-02-17 16:43:43.373 INFO  i.seata.core.rpc.netty.AbstractNettyRemotingClient:488  NettyClientSelector_TMROLE_1_1 [32m                [0;39m ChannelHandlerContext(AbstractNettyRemotingClient$ClientHandler#0, [id: 0x97f50689, L:/192.168.188.1:64144 ! R:/192.168.188.1:8091]) will closed
2024-02-17 16:43:43.384 INFO  i.seata.core.rpc.netty.AbstractNettyRemotingClient:438  NettyClientSelector_RMROLE_1_1 [32m                [0;39m channel inactive: [id: 0x2e8ffec6, L:/192.168.188.1:64208 ! R:/192.168.188.1:8091]
2024-02-17 16:43:43.384 INFO  io.seata.core.rpc.netty.NettyClientChannelManager :133  NettyClientSelector_RMROLE_1_1 [32m                [0;39m return to pool, rm channel:[id: 0x2e8ffec6, L:/192.168.188.1:64208 ! R:/192.168.188.1:8091]
2024-02-17 16:43:43.385 INFO  io.seata.core.rpc.netty.NettyPoolableFactory      :133  NettyClientSelector_RMROLE_1_1 [32m                [0;39m channel valid false,channel:[id: 0x2e8ffec6, L:/192.168.188.1:64208 ! R:/192.168.188.1:8091]
2024-02-17 16:43:43.386 INFO  io.seata.core.rpc.netty.NettyPoolableFactory      :120  NettyClientSelector_RMROLE_1_1 [32m                [0;39m will destroy channel:[id: 0x2e8ffec6, L:/192.168.188.1:64208 ! R:/192.168.188.1:8091]
2024-02-17 16:43:43.386 INFO  i.seata.core.rpc.netty.AbstractNettyRemotingClient:488  NettyClientSelector_RMROLE_1_1 [32m                [0;39m ChannelHandlerContext(AbstractNettyRemotingClient$ClientHandler#0, [id: 0x2e8ffec6, L:/192.168.188.1:64208 ! R:/192.168.188.1:8091]) will closed
2024-02-17 16:43:43.386 INFO  i.seata.core.rpc.netty.AbstractNettyRemotingClient:488  NettyClientSelector_RMROLE_1_1 [32m                [0;39m ChannelHandlerContext(AbstractNettyRemotingClient$ClientHandler#0, [id: 0x2e8ffec6, L:/192.168.188.1:64208 ! R:/192.168.188.1:8091]) will closed
2024-02-17 16:43:44.155 INFO  com.alibaba.nacos.common.remote.client            :60   nacos-grpc-client-executor-127.0.0.1-9009 [32m                [0;39m [49b7ce97-596f-4d16-b28d-deb44ab1d96f_config-0] Receive server push request, request = ClientDetectionRequest, requestId = 68
2024-02-17 16:43:44.156 INFO  com.alibaba.nacos.common.remote.client            :60   nacos-grpc-client-executor-127.0.0.1-9009 [32m                [0;39m [49b7ce97-596f-4d16-b28d-deb44ab1d96f_config-0] Ack server push request, request = ClientDetectionRequest, requestId = 68
2024-02-17 16:43:44.169 INFO  com.alibaba.nacos.common.remote.client            :60   nacos-grpc-client-executor-127.0.0.1-9005 [32m                [0;39m [16a6216f-ea3a-4922-bc3c-58275ac3ea7e] Receive server push request, request = ClientDetectionRequest, requestId = 74
2024-02-17 16:43:44.169 INFO  com.alibaba.nacos.common.remote.client            :60   nacos-grpc-client-executor-127.0.0.1-9005 [32m                [0;39m [16a6216f-ea3a-4922-bc3c-58275ac3ea7e] Ack server push request, request = ClientDetectionRequest, requestId = 74
2024-02-17 16:43:44.182 INFO  com.alibaba.nacos.common.remote.client            :60   nacos-grpc-client-executor-127.0.0.1-8995 [32m                [0;39m [40233366-66ac-4a5a-80c2-a97de7b5746c] Receive server push request, request = ClientDetectionRequest, requestId = 70
2024-02-17 16:43:44.182 INFO  com.alibaba.nacos.common.remote.client            :60   nacos-grpc-client-executor-127.0.0.1-8995 [32m                [0;39m [40233366-66ac-4a5a-80c2-a97de7b5746c] Ack server push request, request = ClientDetectionRequest, requestId = 70
2024-02-17 16:43:44.189 INFO  com.alibaba.nacos.common.remote.client            :60   nacos-grpc-client-executor-127.0.0.1-9013 [32m                [0;39m [0594c61a-a2d3-4e28-9fba-a816994ce849_config-0] Receive server push request, request = ClientDetectionRequest, requestId = 72
2024-02-17 16:43:44.189 INFO  com.alibaba.nacos.common.remote.client            :60   nacos-grpc-client-executor-127.0.0.1-9013 [32m                [0;39m [0594c61a-a2d3-4e28-9fba-a816994ce849_config-0] Ack server push request, request = ClientDetectionRequest, requestId = 72
2024-02-17 16:43:45.652 INFO  com.alibaba.nacos.common.remote.client            :60   nacos-grpc-client-executor-127.0.0.1-8996 [32m                [0;39m [40233366-66ac-4a5a-80c2-a97de7b5746c] Receive server push request, request = NotifySubscriberRequest, requestId = 75
2024-02-17 16:43:45.653 INFO  com.alibaba.nacos.client.naming                   :241  nacos-grpc-client-executor-127.0.0.1-8996 [32m                [0;39m removed ips(1) service: SEATA_GROUP@@seata-server@@default -> [{"instanceId":"192.168.188.1#8091#default#SEATA_GROUP@@seata-server","ip":"192.168.188.1","port":8091,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"default","serviceName":"SEATA_GROUP@@seata-server","metadata":{},"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000,"instanceIdGenerator":"simple","ipDeleteTimeout":30000}]
2024-02-17 16:43:45.680 INFO  com.alibaba.nacos.client.naming                   :169  nacos-grpc-client-executor-127.0.0.1-8996 [32m                [0;39m current ips:(0) service: SEATA_GROUP@@seata-server@@default -> []
2024-02-17 16:43:45.681 INFO  i.s.d.registry.nacos.NacosRegistryServiceImpl     :185  nacos.publisher-com.alibaba.nacos.client.naming.event.InstancesChangeEvent [32m                [0;39m receive empty server list,cluster:default
2024-02-17 16:43:45.695 INFO  com.alibaba.nacos.common.remote.client            :60   nacos-grpc-client-executor-127.0.0.1-8996 [32m                [0;39m [40233366-66ac-4a5a-80c2-a97de7b5746c] Ack server push request, request = NotifySubscriberRequest, requestId = 75
2024-02-17 16:43:45.825 INFO  io.seata.core.rpc.netty.NettyClientChannelManager :108  timeoutChecker_1_1 [32m                [0;39m will connect to 192.168.188.1:8091
2024-02-17 16:43:45.825 INFO  io.seata.core.rpc.netty.NettyPoolableFactory      :56   timeoutChecker_1_1 [32m                [0;39m NettyPool create channel to transactionRole:TMROLE,address:192.168.188.1:8091,msg:< RegisterTMRequest{applicationId='business', transactionServiceGroup='train-group'} >
2024-02-17 16:43:45.830 INFO  io.seata.core.rpc.netty.TmNettyRemotingClient     :224  timeoutChecker_1_1 [32m                [0;39m register TM success. client version:1.6.1, server version:1.6.1,channel:[id: 0xac5128c3, L:/192.168.188.1:58073 - R:/192.168.188.1:8091]
2024-02-17 16:43:45.830 INFO  io.seata.core.rpc.netty.NettyPoolableFactory      :81   timeoutChecker_1_1 [32m                [0;39m register success, cost 3 ms, version:1.6.1,role:TMROLE,channel:[id: 0xac5128c3, L:/192.168.188.1:58073 - R:/192.168.188.1:8091]
2024-02-17 16:43:46.343 INFO  io.seata.core.rpc.netty.NettyClientChannelManager :108  timeoutChecker_2_1 [32m                [0;39m will connect to 192.168.188.1:8091
2024-02-17 16:43:46.343 INFO  io.seata.core.rpc.netty.RmNettyRemotingClient     :276  timeoutChecker_2_1 [32m                [0;39m RM will register :jdbc:mysql://127.0.0.1:3306/train_business
2024-02-17 16:43:46.343 INFO  io.seata.core.rpc.netty.NettyPoolableFactory      :56   timeoutChecker_2_1 [32m                [0;39m NettyPool create channel to transactionRole:RMROLE,address:192.168.188.1:8091,msg:< RegisterRMRequest{resourceIds='jdbc:mysql://127.0.0.1:3306/train_business', applicationId='business', transactionServiceGroup='train-group'} >
2024-02-17 16:43:46.349 INFO  io.seata.core.rpc.netty.RmNettyRemotingClient     :177  timeoutChecker_2_1 [32m                [0;39m register RM success. client version:1.6.1, server version:1.6.1,channel:[id: 0x9a9ce8d6, L:/192.168.188.1:58083 - R:/192.168.188.1:8091]
2024-02-17 16:43:46.350 INFO  io.seata.core.rpc.netty.NettyPoolableFactory      :81   timeoutChecker_2_1 [32m                [0;39m register success, cost 6 ms, version:1.6.1,role:RMROLE,channel:[id: 0x9a9ce8d6, L:/192.168.188.1:58083 - R:/192.168.188.1:8091]
2024-02-17 16:43:48.559 INFO  com.alibaba.nacos.common.remote.client            :60   nacos-grpc-client-executor-127.0.0.1-8997 [32m                [0;39m [40233366-66ac-4a5a-80c2-a97de7b5746c] Receive server push request, request = NotifySubscriberRequest, requestId = 77
2024-02-17 16:43:48.560 INFO  com.alibaba.nacos.client.naming                   :235  nacos-grpc-client-executor-127.0.0.1-8997 [32m                [0;39m new ips(1) service: SEATA_GROUP@@seata-server@@default -> [{"instanceId":"192.168.188.1#8091#default#SEATA_GROUP@@seata-server","ip":"192.168.188.1","port":8091,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"default","serviceName":"SEATA_GROUP@@seata-server","metadata":{},"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000,"instanceIdGenerator":"simple","ipDeleteTimeout":30000}]
2024-02-17 16:43:48.561 INFO  com.alibaba.nacos.client.naming                   :169  nacos-grpc-client-executor-127.0.0.1-8997 [32m                [0;39m current ips:(1) service: SEATA_GROUP@@seata-server@@default -> [{"instanceId":"192.168.188.1#8091#default#SEATA_GROUP@@seata-server","ip":"192.168.188.1","port":8091,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"default","serviceName":"SEATA_GROUP@@seata-server","metadata":{},"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000,"instanceIdGenerator":"simple","ipDeleteTimeout":30000}]
2024-02-17 16:43:48.563 INFO  com.alibaba.nacos.common.remote.client            :60   nacos-grpc-client-executor-127.0.0.1-8997 [32m                [0;39m [40233366-66ac-4a5a-80c2-a97de7b5746c] Ack server push request, request = NotifySubscriberRequest, requestId = 77
2024-02-17 16:44:04.724 WARN  com.zaxxer.hikari.pool.HikariPool                 :804  HikariPool-1 housekeeper [32m                [0;39m HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=4m39s314ms235µs500ns).
2024-02-17 18:16:53.230 INFO  i.seata.core.rpc.netty.AbstractNettyRemotingClient:438  NettyClientSelector_TMROLE_1_1 [32m                [0;39m channel inactive: [id: 0xac5128c3, L:/192.168.188.1:58073 ! R:/192.168.188.1:8091]
2024-02-17 18:16:53.267 INFO  io.seata.core.rpc.netty.NettyClientChannelManager :133  NettyClientSelector_TMROLE_1_1 [32m                [0;39m return to pool, rm channel:[id: 0xac5128c3, L:/192.168.188.1:58073 ! R:/192.168.188.1:8091]
2024-02-17 18:16:53.269 INFO  io.seata.core.rpc.netty.NettyPoolableFactory      :133  NettyClientSelector_TMROLE_1_1 [32m                [0;39m channel valid false,channel:[id: 0xac5128c3, L:/192.168.188.1:58073 ! R:/192.168.188.1:8091]
2024-02-17 18:16:53.271 INFO  io.seata.core.rpc.netty.NettyPoolableFactory      :120  NettyClientSelector_TMROLE_1_1 [32m                [0;39m will destroy channel:[id: 0xac5128c3, L:/192.168.188.1:58073 ! R:/192.168.188.1:8091]
2024-02-17 18:16:53.273 INFO  i.seata.core.rpc.netty.AbstractNettyRemotingClient:488  NettyClientSelector_TMROLE_1_1 [32m                [0;39m ChannelHandlerContext(AbstractNettyRemotingClient$ClientHandler#0, [id: 0xac5128c3, L:/192.168.188.1:58073 ! R:/192.168.188.1:8091]) will closed
2024-02-17 18:16:53.274 INFO  i.seata.core.rpc.netty.AbstractNettyRemotingClient:488  NettyClientSelector_TMROLE_1_1 [32m                [0;39m ChannelHandlerContext(AbstractNettyRemotingClient$ClientHandler#0, [id: 0xac5128c3, L:/192.168.188.1:58073 ! R:/192.168.188.1:8091]) will closed
2024-02-17 18:16:53.585 INFO  io.seata.core.rpc.netty.NettyClientChannelManager :108  timeoutChecker_1_1 [32m                [0;39m will connect to 192.168.188.1:8091
2024-02-17 18:16:53.617 INFO  i.seata.core.rpc.netty.AbstractNettyRemotingClient:450  NettyClientSelector_RMROLE_1_1 [32m                [0;39m channel [id: 0x9a9ce8d6, L:/192.168.188.1:58083 - R:/192.168.188.1:8091] read idle.
2024-02-17 18:16:53.630 INFO  io.seata.core.rpc.netty.NettyPoolableFactory      :120  NettyClientSelector_RMROLE_1_1 [32m                [0;39m will destroy channel:[id: 0x9a9ce8d6, L:/192.168.188.1:58083 - R:/192.168.188.1:8091]
2024-02-17 18:16:53.631 INFO  i.seata.core.rpc.netty.AbstractNettyRemotingClient:488  NettyClientSelector_RMROLE_1_1 [32m                [0;39m ChannelHandlerContext(AbstractNettyRemotingClient$ClientHandler#0, [id: 0x9a9ce8d6, L:/192.168.188.1:58083 - R:/192.168.188.1:8091]) will closed
2024-02-17 18:16:53.632 INFO  i.seata.core.rpc.netty.AbstractNettyRemotingClient:488  NettyClientSelector_RMROLE_1_1 [32m                [0;39m ChannelHandlerContext(AbstractNettyRemotingClient$ClientHandler#0, [id: 0x9a9ce8d6, L:/192.168.188.1:58083 ! R:/192.168.188.1:8091]) will closed
2024-02-17 18:16:53.633 INFO  io.seata.core.rpc.netty.NettyClientChannelManager :133  NettyClientSelector_RMROLE_1_1 [32m                [0;39m return to pool, rm channel:[id: 0x9a9ce8d6, L:/192.168.188.1:58083 ! R:/192.168.188.1:8091]
2024-02-17 18:16:53.633 INFO  io.seata.core.rpc.netty.NettyPoolableFactory      :133  NettyClientSelector_RMROLE_1_1 [32m                [0;39m channel valid false,channel:[id: 0x9a9ce8d6, L:/192.168.188.1:58083 ! R:/192.168.188.1:8091]
2024-02-17 18:16:53.633 INFO  io.seata.core.rpc.netty.NettyPoolableFactory      :120  NettyClientSelector_RMROLE_1_1 [32m                [0;39m will destroy channel:[id: 0x9a9ce8d6, L:/192.168.188.1:58083 ! R:/192.168.188.1:8091]
2024-02-17 18:16:53.633 INFO  i.seata.core.rpc.netty.AbstractNettyRemotingClient:488  NettyClientSelector_RMROLE_1_1 [32m                [0;39m ChannelHandlerContext(AbstractNettyRemotingClient$ClientHandler#0, [id: 0x9a9ce8d6, L:/192.168.188.1:58083 ! R:/192.168.188.1:8091]) will closed
2024-02-17 18:16:53.633 INFO  i.seata.core.rpc.netty.AbstractNettyRemotingClient:488  NettyClientSelector_RMROLE_1_1 [32m                [0;39m ChannelHandlerContext(AbstractNettyRemotingClient$ClientHandler#0, [id: 0x9a9ce8d6, L:/192.168.188.1:58083 ! R:/192.168.188.1:8091]) will closed
2024-02-17 18:16:53.633 INFO  i.seata.core.rpc.netty.AbstractNettyRemotingClient:438  NettyClientSelector_RMROLE_1_1 [32m                [0;39m channel inactive: [id: 0x9a9ce8d6, L:/192.168.188.1:58083 ! R:/192.168.188.1:8091]
2024-02-17 18:16:53.633 INFO  io.seata.core.rpc.netty.NettyPoolableFactory      :133  NettyClientSelector_RMROLE_1_1 [32m                [0;39m channel valid false,channel:[id: 0x9a9ce8d6, L:/192.168.188.1:58083 ! R:/192.168.188.1:8091]
2024-02-17 18:16:53.633 INFO  io.seata.core.rpc.netty.NettyPoolableFactory      :120  NettyClientSelector_RMROLE_1_1 [32m                [0;39m will destroy channel:[id: 0x9a9ce8d6, L:/192.168.188.1:58083 ! R:/192.168.188.1:8091]
2024-02-17 18:16:53.634 INFO  i.seata.core.rpc.netty.AbstractNettyRemotingClient:488  NettyClientSelector_RMROLE_1_1 [32m                [0;39m ChannelHandlerContext(AbstractNettyRemotingClient$ClientHandler#0, [id: 0x9a9ce8d6, L:/192.168.188.1:58083 ! R:/192.168.188.1:8091]) will closed
2024-02-17 18:16:53.634 INFO  i.seata.core.rpc.netty.AbstractNettyRemotingClient:488  NettyClientSelector_RMROLE_1_1 [32m                [0;39m ChannelHandlerContext(AbstractNettyRemotingClient$ClientHandler#0, [id: 0x9a9ce8d6, L:/192.168.188.1:58083 ! R:/192.168.188.1:8091]) will closed
2024-02-17 18:16:53.650 INFO  io.seata.core.rpc.netty.NettyPoolableFactory      :56   timeoutChecker_1_1 [32m                [0;39m NettyPool create channel to transactionRole:TMROLE,address:192.168.188.1:8091,msg:< RegisterTMRequest{applicationId='business', transactionServiceGroup='train-group'} >
2024-02-17 18:16:53.679 INFO  io.seata.core.rpc.netty.TmNettyRemotingClient     :224  timeoutChecker_1_1 [32m                [0;39m register TM success. client version:1.6.1, server version:1.6.1,channel:[id: 0x93076232, L:/192.168.188.1:54050 - R:/192.168.188.1:8091]
2024-02-17 18:16:53.683 INFO  io.seata.core.rpc.netty.NettyPoolableFactory      :81   timeoutChecker_1_1 [32m                [0;39m register success, cost 19 ms, version:1.6.1,role:TMROLE,channel:[id: 0x93076232, L:/192.168.188.1:54050 - R:/192.168.188.1:8091]
2024-02-17 18:16:54.061 INFO  com.alibaba.nacos.common.remote.client            :60   nacos-grpc-client-executor-127.0.0.1-9895 [32m                [0;39m [40233366-66ac-4a5a-80c2-a97de7b5746c] Receive server push request, request = NotifySubscriberRequest, requestId = 87
2024-02-17 18:16:54.079 INFO  com.alibaba.nacos.client.naming                   :241  nacos-grpc-client-executor-127.0.0.1-9895 [32m                [0;39m removed ips(1) service: SEATA_GROUP@@seata-server@@default -> [{"instanceId":"192.168.188.1#8091#default#SEATA_GROUP@@seata-server","ip":"192.168.188.1","port":8091,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"default","serviceName":"SEATA_GROUP@@seata-server","metadata":{},"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000,"instanceIdGenerator":"simple","ipDeleteTimeout":30000}]
2024-02-17 18:16:54.083 INFO  com.alibaba.nacos.client.naming                   :169  nacos-grpc-client-executor-127.0.0.1-9895 [32m                [0;39m current ips:(0) service: SEATA_GROUP@@seata-server@@default -> []
2024-02-17 18:16:54.085 INFO  i.s.d.registry.nacos.NacosRegistryServiceImpl     :185  nacos.publisher-com.alibaba.nacos.client.naming.event.InstancesChangeEvent [32m                [0;39m receive empty server list,cluster:default
2024-02-17 18:16:54.112 INFO  com.alibaba.nacos.common.remote.client            :60   nacos-grpc-client-executor-127.0.0.1-9895 [32m                [0;39m [40233366-66ac-4a5a-80c2-a97de7b5746c] Ack server push request, request = NotifySubscriberRequest, requestId = 87
2024-02-17 18:16:54.104 INFO  io.seata.core.rpc.netty.NettyClientChannelManager :108  timeoutChecker_2_1 [32m                [0;39m will connect to 192.168.188.1:8091
2024-02-17 18:16:54.269 INFO  io.seata.core.rpc.netty.RmNettyRemotingClient     :276  timeoutChecker_2_1 [32m                [0;39m RM will register :jdbc:mysql://127.0.0.1:3306/train_business
2024-02-17 18:16:54.270 INFO  io.seata.core.rpc.netty.NettyPoolableFactory      :56   timeoutChecker_2_1 [32m                [0;39m NettyPool create channel to transactionRole:RMROLE,address:192.168.188.1:8091,msg:< RegisterRMRequest{resourceIds='jdbc:mysql://127.0.0.1:3306/train_business', applicationId='business', transactionServiceGroup='train-group'} >
2024-02-17 18:16:54.337 INFO  io.seata.core.rpc.netty.RmNettyRemotingClient     :177  timeoutChecker_2_1 [32m                [0;39m register RM success. client version:1.6.1, server version:1.6.1,channel:[id: 0x42796b2c, L:/192.168.188.1:54062 - R:/192.168.188.1:8091]
2024-02-17 18:16:54.337 INFO  io.seata.core.rpc.netty.NettyPoolableFactory      :81   timeoutChecker_2_1 [32m                [0;39m register success, cost 66 ms, version:1.6.1,role:RMROLE,channel:[id: 0x42796b2c, L:/192.168.188.1:54062 - R:/192.168.188.1:8091]
2024-02-17 18:16:55.630 INFO  com.alibaba.nacos.common.remote.client            :60   nacos-grpc-client-executor-127.0.0.1-9908 [32m                [0;39m [49b7ce97-596f-4d16-b28d-deb44ab1d96f_config-0] Receive server push request, request = ClientDetectionRequest, requestId = 90
2024-02-17 18:16:55.631 INFO  com.alibaba.nacos.common.remote.client            :60   nacos-grpc-client-executor-127.0.0.1-9908 [32m                [0;39m [49b7ce97-596f-4d16-b28d-deb44ab1d96f_config-0] Ack server push request, request = ClientDetectionRequest, requestId = 90
2024-02-17 18:16:55.635 INFO  com.alibaba.nacos.common.remote.client            :60   nacos-grpc-client-executor-127.0.0.1-9916 [32m                [0;39m [0594c61a-a2d3-4e28-9fba-a816994ce849_config-0] Receive server push request, request = ClientDetectionRequest, requestId = 93
2024-02-17 18:16:55.636 INFO  com.alibaba.nacos.common.remote.client            :60   nacos-grpc-client-executor-127.0.0.1-9916 [32m                [0;39m [0594c61a-a2d3-4e28-9fba-a816994ce849_config-0] Ack server push request, request = ClientDetectionRequest, requestId = 93
2024-02-17 18:16:55.641 INFO  com.alibaba.nacos.common.remote.client            :60   nacos-grpc-client-executor-127.0.0.1-9905 [32m                [0;39m [16a6216f-ea3a-4922-bc3c-58275ac3ea7e] Receive server push request, request = ClientDetectionRequest, requestId = 95
2024-02-17 18:16:55.642 INFO  com.alibaba.nacos.common.remote.client            :60   nacos-grpc-client-executor-127.0.0.1-9905 [32m                [0;39m [16a6216f-ea3a-4922-bc3c-58275ac3ea7e] Ack server push request, request = ClientDetectionRequest, requestId = 95
2024-02-17 18:16:58.356 INFO  com.alibaba.nacos.common.remote.client            :60   nacos-grpc-client-executor-127.0.0.1-9896 [32m                [0;39m [40233366-66ac-4a5a-80c2-a97de7b5746c] Receive server push request, request = NotifySubscriberRequest, requestId = 96
2024-02-17 18:16:58.356 INFO  com.alibaba.nacos.client.naming                   :235  nacos-grpc-client-executor-127.0.0.1-9896 [32m                [0;39m new ips(1) service: SEATA_GROUP@@seata-server@@default -> [{"instanceId":"192.168.188.1#8091#default#SEATA_GROUP@@seata-server","ip":"192.168.188.1","port":8091,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"default","serviceName":"SEATA_GROUP@@seata-server","metadata":{},"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000,"instanceIdGenerator":"simple","ipDeleteTimeout":30000}]
